PKG	VERSION	ARCH	SIZE_BYTES	SIZE_HUMAN	MANUAL	DEPENDS	RDEPS_COUNT
libgbm1	23.2.1-1ubuntu3.1~22.04.3	amd64	151552	148.00 KB	0	libc6 (>= 2.34), libdrm2 (>= 2.4.75), libexpat1 (>= 2.0.1), libwayland-server0 (>= 1.15.0), libxcb-randr0	1
libgc1	1:8.0.6-1.1build1	amd64	414720	405.00 KB	0	libc6 (>= 2.34), libstdc++6 (>= 4.1.1)	2
libgcab-1.0-0	1.4-3build2	amd64	92160	90.00 KB	0	libc6 (>= 2.14), libglib2.0-0 (>= 2.61.2), zlib1g (>= 1:1.1.4)	1
libgcc-10-dev	10.5.0-1ubuntu1~22.04.2	amd64	13944832	13.30 MB	0	gcc-10-base (= 10.5.0-1ubuntu1~22.04.2), libgcc-s1 (>= 10.5.0-1ubuntu1~22.04.2), libgomp1 (>= 10.5.0-1ubuntu1~22.04.2), libitm1 (>= 10.5.0-1ubuntu1~22.04.2), libatomic1 (>= 10.5.0-1ubuntu1~22.04.2), libasan6 (>= 10.5.0-1ubuntu1~22.04.2), liblsan0 (>= 10.5.0-1ubuntu1~22.04.2), libtsan0 (>= 10.5.0-1ubuntu1~22.04.2), libubsan1 (>= 10.5.0-1ubuntu1~22.04.2), libquadmath0 (>= 10.5.0-1ubuntu1~22.04.2)	3
libgcc-11-dev	11.4.0-1ubuntu1~22.04.2	amd64	14228480	13.57 MB	0	gcc-11-base (= 11.4.0-1ubuntu1~22.04.2), libgcc-s1 (>= 11.4.0-1ubuntu1~22.04.2), libgomp1 (>= 11.4.0-1ubuntu1~22.04.2), libitm1 (>= 11.4.0-1ubuntu1~22.04.2), libatomic1 (>= 11.4.0-1ubuntu1~22.04.2), libasan6 (>= 11.4.0-1ubuntu1~22.04.2), liblsan0 (>= 11.4.0-1ubuntu1~22.04.2), libtsan0 (>= 11.4.0-1ubuntu1~22.04.2), libubsan1 (>= 11.4.0-1ubuntu1~22.04.2), libquadmath0 (>= 11.4.0-1ubuntu1~22.04.2)	6
libgcc-9-dev	9.5.0-1ubuntu1~22.04	amd64	14084096	13.43 MB	0	gcc-9-base (= 9.5.0-1ubuntu1~22.04), libgcc-s1 (>= 9.5.0-1ubuntu1~22.04), libgomp1 (>= 9.5.0-1ubuntu1~22.04), libitm1 (>= 9.5.0-1ubuntu1~22.04), libatomic1 (>= 9.5.0-1ubuntu1~22.04), libasan5 (>= 9.5.0-1ubuntu1~22.04), liblsan0 (>= 9.5.0-1ubuntu1~22.04), libtsan0 (>= 9.5.0-1ubuntu1~22.04), libubsan1 (>= 9.5.0-1ubuntu1~22.04), libquadmath0 (>= 9.5.0-1ubuntu1~22.04)	2
libgcc-s1	12.3.0-1ubuntu1~22.04.2	amd64	143360	140.00 KB	0	gcc-12-base (= 12.3.0-1ubuntu1~22.04.2), libc6 (>= 2.35)	90
libgck-1-0	3.40.0-4	amd64	265216	259.00 KB	0	libc6 (>= 2.14), libglib2.0-0 (>= 2.59.0), libp11-kit0 (>= 0.23.18.1)	2
libgcr-base-3-1	3.40.0-4	amd64	695296	679.00 KB	0	libgck-1-0 (= 3.40.0-4), libc6 (>= 2.28), libgcrypt20 (>= 1.9.0), libglib2.0-0 (>= 2.59.0), libp11-kit0 (>= 0.23.18.1)	3
libgcr-ui-3-1	3.40.0-4	amd64	472064	461.00 KB	0	libgck-1-0 (= 3.40.0-4), libgcr-base-3-1 (= 3.40.0-4), libc6 (>= 2.14), libcairo2 (>= 1.2.4), libgdk-pixbuf-2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.59.0), libgtk-3-0 (>= 3.22.0), libpango-1.0-0 (>= 1.18.0)	1
libgcrypt20	1.9.4-3ubuntu3	amd64	1386496	1.32 MB	0	libc6 (>= 2.33), libgpg-error0 (>= 1.27)	16
libgd3	2.3.0-2ubuntu2.3	amd64	458752	448.00 KB	0	libc6 (>= 2.29), libfontconfig1 (>= 2.12.6), libfreetype6 (>= 2.2.1), libjpeg8 (>= 8c), libpng16-16 (>= 1.6.2-1), libtiff5 (>= 4.0.3), libwebp7, libxpm4, zlib1g (>= 1:1.1.4)	2
libgdbm-compat4	1.23-1	amd64	46080	45.00 KB	0	libc6 (>= 2.33), libgdbm6 (>= 1.16)	1
libgdbm6	1.23-1	amd64	102400	100.00 KB	0	libc6 (>= 2.33)	4
libgdk-pixbuf-2.0-0	2.42.8+dfsg-1ubuntu0.4	amd64	528384	516.00 KB	0	libgdk-pixbuf2.0-common (>= 2.42.8+dfsg-1ubuntu0.4), shared-mime-info, libc6 (>= 2.34), libglib2.0-0 (>= 2.59.0), libjpeg8 (>= 8c), libpng16-16 (>= 1.6.2-1), libtiff5 (>= 4.0.3)	8
libgdk-pixbuf2.0-bin	2.42.8+dfsg-1ubuntu0.4	amd64	84992	83.00 KB	0	libc6 (>= 2.34), libgdk-pixbuf-2.0-0 (>= 2.35.4), libglib2.0-0 (>= 2.56.0)	1
libgdk-pixbuf2.0-common	2.42.8+dfsg-1ubuntu0.4	all	57344	56.00 KB	0	-	1
libgirepository-1.0-1	1.72.0-1	amd64	179200	175.00 KB	0	libglib2.0-0 (>= 2.70.0), libc6 (>= 2.29), libffi8 (>= 3.4)	3
libgl-dev	1.4.0-1	amd64	1388544	1.32 MB	0	libgl1 (= 1.4.0-1), libglx-dev	6
libgl1	1.4.0-1	amd64	668672	653.00 KB	1	libc6 (>= 2.14), libglvnd0 (= 1.4.0-1), libglx0 (= 1.4.0-1)	4
libgl1-amber-dri	21.3.9-0ubuntu1~22.04.1	amd64	15966208	15.23 MB	0	libc6 (>= 2.34), libdrm-nouveau2 (>= 2.4.66), libdrm-radeon1 (>= 2.4.17), libdrm2 (>= 2.4.38), libexpat1 (>= 2.0.1), libgcc-s1 (>= 3.4), libglapi-mesa (>= 23.0.4), libstdc++6 (>= 5.2), libzstd1 (>= 1.4.0), zlib1g (>= 1:1.1.4)	1
libgl1-mesa-dev	23.2.1-1ubuntu3.1~22.04.3	amd64	75776	74.00 KB	0	libgl-dev, libglvnd-dev	2
libgl1-mesa-dri	23.2.1-1ubuntu3.1~22.04.3	amd64	32755712	31.24 MB	1	libc6 (>= 2.34), libdrm-amdgpu1 (>= 2.4.110), libdrm-intel1 (>= 2.4.38), libdrm-nouveau2 (>= 2.4.66), libdrm-radeon1 (>= 2.4.31), libdrm2 (>= 2.4.75), libelf1 (>= 0.142), libexpat1 (>= 2.0.1), libgcc-s1 (>= 3.4), libglapi-mesa (= 23.2.1-1ubuntu3.1~22.04.3), libllvm15, libsensors5 (>= 1:3.5.0), libstdc++6 (>= 11), libxcb-dri3-0 (>= 1.13), libzstd1 (>= 1.4.0), zlib1g (>= 1:1.1.4)	2
libglapi-mesa	23.2.1-1ubuntu3.1~22.04.3	amd64	295936	289.00 KB	1	libc6 (>= 2.34)	4
libgles-dev	1.4.0-1	amd64	717824	701.00 KB	0	libegl-dev, libgl-dev, libgles1 (= 1.4.0-1), libgles2 (= 1.4.0-1)	1
libgles1	1.4.0-1	amd64	75776	74.00 KB	0	libc6 (>= 2.14), libglvnd0 (= 1.4.0-1)	1
libgles2	1.4.0-1	amd64	108544	106.00 KB	0	libc6 (>= 2.14), libglvnd0 (= 1.4.0-1)	1
libglib2.0-0	2.72.4-0ubuntu2.5	amd64	4184064	3.99 MB	0	libc6 (>= 2.34), libffi8 (>= 3.4), libmount1 (>= 2.35.2-7~), libpcre3, libselinux1 (>= 3.1~), zlib1g (>= 1:1.2.2)	88
libglib2.0-bin	2.72.4-0ubuntu2.5	amd64	350208	342.00 KB	0	libglib2.0-data, libc6 (>= 2.34), libelf1 (>= 0.142), libglib2.0-0 (= 2.72.4-0ubuntu2.5)	1
libglib2.0-data	2.72.4-0ubuntu2.5	all	114688	112.00 KB	0	-	2
libglm-dev	0.9.9.8+ds-2	all	2312192	2.21 MB	1	-	0
libglu1-mesa	9.0.2-1	amd64	366592	358.00 KB	0	libc6 (>= 2.14), libgcc-s1 (>= 3.3.1), libopengl0, libstdc++6 (>= 5)	1
libglu1-mesa-dev	9.0.2-1	amd64	984064	961.00 KB	0	libglu1-mesa (= 9.0.2-1), libgl-dev	1
libglvnd-core-dev	1.4.0-1	amd64	65536	64.00 KB	0	-	1
libglvnd-dev	1.4.0-1	amd64	20480	20.00 KB	0	libglvnd0 (= 1.4.0-1), libglvnd-core-dev (= 1.4.0-1), libegl-dev (>= 1.3.0-1), libgl-dev (>= 1.3.0-1), libgles-dev (>= 1.3.0-1), libglx-dev (>= 1.3.0-1), libopengl-dev (>= 1.3.0-1)	7
libglvnd0	1.4.0-1	amd64	742400	725.00 KB	1	libc6 (>= 2.34)	7
libglx-dev	1.4.0-1	amd64	91136	89.00 KB	0	libglx0 (= 1.4.0-1), libx11-dev	2
libglx-mesa0	23.2.1-1ubuntu3.1~22.04.3	amd64	580608	567.00 KB	1	libc6 (>= 2.34), libdrm2 (>= 2.4.75), libexpat1 (>= 2.0.1), libglapi-mesa (= 23.2.1-1ubuntu3.1~22.04.3), libx11-6 (>= 2:1.4.99.1), libx11-xcb1 (>= 2:1.7.5), libxcb-dri2-0 (>= 1.8), libxcb-dri3-0 (>= 1.13), libxcb-glx0 (>= 1.8), libxcb-present0, libxcb-randr0, libxcb-shm0, libxcb-sync1, libxcb-xfixes0, libxcb1 (>= 1.9.2), libxext6, libxfixes3, libxshmfence1, libxxf86vm1, libgl1-mesa-dri	1
libglx0	1.4.0-1	amd64	166912	163.00 KB	1	libc6 (>= 2.34), libglvnd0 (= 1.4.0-1), libx11-6 (>= 2:1.4.99.1), libglx-mesa0	2
libgmp10	2:6.2.1+dfsg-3ubuntu1	amd64	557056	544.00 KB	0	libc6 (>= 2.14)	19
libgnutls30	3.7.3-4ubuntu1.7	amd64	2338816	2.23 MB	0	libc6 (>= 2.34), libgmp10 (>= 2:6.2.1+dfsg), libhogweed6 (>= 3.6), libidn2-0 (>= 2.0.0), libnettle8 (>= 3.7~), libp11-kit0 (>= 0.23.18.1), libtasn1-6 (>= 4.14), libunistring2 (>= 0.9.7)	11
libgomp1	12.3.0-1ubuntu1~22.04.2	amd64	327680	320.00 KB	0	gcc-12-base (= 12.3.0-1ubuntu1~22.04.2), libc6 (>= 2.34)	6
libgpg-error0	1.43-3	amd64	193536	189.00 KB	0	libc6 (>= 2.34)	17
libgpgme11	1.16.0-1.2ubuntu4.2	amd64	380928	372.00 KB	0	gnupg (>= 2.1.21-4) | gpg, libassuan0 (>= 2.4.2), libc6 (>= 2.34), libgpg-error0 (>= 1.36)	2
libgpm2	1.20.7-10build1	amd64	66560	65.00 KB	0	libc6 (>= 2.33)	3
libgraphite2-3	1.3.14-1build2	amd64	183296	179.00 KB	0	libc6 (>= 2.14)	1
libgrpc++1	1.30.2-3build6	amd64	1954816	1.86 MB	0	libabsl20210324 (>= 0~20210324.2-1), libc6 (>= 2.32), libgcc-s1 (>= 3.3.1), libgrpc10 (>= 1.30.2), libprotobuf23 (>= 3.12.4), libstdc++6 (>= 11)	1
libgrpc10	1.30.2-3build6	amd64	6970368	6.65 MB	0	libabsl20210324 (>= 0~20210324.2-1), libc-ares2 (>= 1.11.0~rc1), libc6 (>= 2.34), libssl3 (>= 3.0.0~~alpha1), libstdc++6 (>= 11), zlib1g (>= 1:1.1.4)	1
